psu_voltage,shunt_voltage,load_voltage,current,label,(MA)psu_voltage,(MA)shunt_voltage,(MA)load_voltage,(MA)current
10.294300000000002,0.06230000000000001,10.232000000000001,448.5,4,10.294300000000002,0.06230000000000001,10.232000000000001,448.5
10.356720000000001,0.07272,10.284,460.70000000000005,4,10.325510000000001,0.06751000000000001,10.258000000000001,454.6
10.31763,0.05763000000000001,10.26,293.2,4,10.322883333333335,0.06421666666666669,10.258666666666668,400.8
10.44211,0.05011,10.392,578.3000000000001,4,10.35269,0.06069000000000001,10.292000000000002,445.17500000000007
10.17647,0.04447,10.132,614.1,4,10.317446,0.05744600000000001,10.260000000000002,478.96000000000004
10.21139,0.08339,10.128,614.2,4,10.29977,0.06177000000000001,10.238000000000001,501.5
10.18904,0.06504,10.124,496.3,4,10.283951428571429,0.062237142857142866,10.221714285714286,500.75714285714287
10.260790000000002,0.04479,10.216000000000001,846.9000000000001,4,10.28105625,0.060056250000000005,10.221,544.0250000000001
9.86169,0.01769,9.844,618.9000000000001,4,10.23446,0.05534888888888889,10.17911111111111,552.3444444444444
10.15613,0.056130000000000006,10.1,446.40000000000003,4,10.226627,0.055427000000000004,10.171199999999999,541.75
10.32078,0.04478,10.276,286.1,4,10.235186363636364,0.054459090909090915,10.180727272727271,518.5090909090909
10.57629,0.06029,10.516,547.4,4,10.263611666666668,0.054945,10.208666666666666,520.9166666666666
10.20793,0.04793000000000001,10.16,450.90000000000003,4,10.259328461538463,0.05440538461538462,10.204923076923077,515.5307692307692
10.136050000000001,0.05605,10.08,512.5,4,10.250522857142858,0.05452285714285715,10.196,515.3142857142857
10.26941,0.025410000000000002,10.244,632.8000000000001,4,10.251782,0.05258200000000001,10.1992,523.1466666666666
10.246480000000002,0.04648,10.200000000000001,473.5,4,10.251450625,0.05220062500000001,10.19925,520.04375
10.12028,0.07228000000000001,10.048,600.9,4,10.243734705882353,0.05338176470588236,10.19035294117647,524.8000000000001
10.18174,0.049740000000000006,10.132,444.5,4,10.240290555555555,0.05317944444444445,10.187111111111111,520.338888888889
10.23283,0.07683000000000001,10.156,567.2,4,10.239897894736842,0.0544242105263158,10.185473684210526,522.8052631578948
10.15784,0.053840000000000006,10.104000000000001,550.8000000000001,4,10.235795,0.05439500000000001,10.1814,524.205
9.90141,0.021410000000000002,9.88,617.3000000000001,4,10.219871904761906,0.052824285714285726,10.167047619047619,528.6380952380953
10.261030000000002,0.04503,10.216000000000001,487.90000000000003,4,10.221742727272728,0.05247000000000001,10.169272727272729,526.7863636363636
10.024890000000001,0.044890000000000006,9.98,634.0,4,10.213183913043478,0.052140434782608706,10.16104347826087,531.4478260869565
10.20574,0.04574,10.16,699.7,4,10.21287375,0.05187375000000002,10.161,538.4583333333334
10.103950000000001,0.06395,10.040000000000001,622.6,4,10.2085168,0.05235680000000001,10.15616,541.8240000000001
10.18956,0.04956000000000001,10.14,448.8,4,10.207787692307692,0.052249230769230784,10.15553846153846,538.2461538461538
10.39147,0.047470000000000005,10.344,580.3000000000001,4,10.214590740740741,0.052072222222222235,10.162518518518517,539.8037037037037
10.302059999999999,0.054060000000000004,10.248,498.90000000000003,4,10.217714642857143,0.05214321428571429,10.165571428571427,538.342857142857
10.152030000000002,0.06403,10.088000000000001,482.5,4,10.215449655172414,0.05255310344827587,10.162896551724138,536.4172413793103
10.33643,0.04843,10.288,830.2,4,10.219482333333334,0.05241566666666667,10.167066666666667,546.2099999999999
10.42465,0.05265,10.372,443.20000000000005,4,10.22610064516129,0.052423225806451625,10.173677419354838,542.8870967741935
10.285530000000001,0.06553,10.22,281.40000000000003,4,10.2279578125,0.05283281250000001,10.175125000000001,534.715625
10.141689999999999,0.057690000000000005,10.084,448.20000000000005,4,10.225343636363636,0.05298000000000001,10.172363636363638,532.0939393939394
10.00829,0.040290000000000006,9.968,634.9000000000001,4,10.218959705882352,0.05260676470588237,10.166352941176472,535.1176470588236
10.21189,0.04789,10.164,460.3,4,10.218757714285713,0.05247200000000001,10.166285714285715,532.9800000000001
10.19989,0.08389,10.116,553.2,4,10.21823361111111,0.05334472222222223,10.164888888888889,533.5416666666667
10.31192,0.04392,10.268,577.3000000000001,4,10.220765675675674,0.05309000000000001,10.167675675675678,534.7243243243244
10.22582,0.04182,10.184000000000001,623.2,4,10.220898684210525,0.05279342105263159,10.168105263157898,537.0526315789475
10.330449999999999,0.05045,10.28,659.9000000000001,4,10.22370769230769,0.05273333333333335,10.17097435897436,540.2025641025642
10.30277,0.05077,10.252,446.0,4,10.225684249999997,0.05268425000000001,10.173000000000002,537.8475000000001
10.255400000000002,0.0714,10.184000000000001,417.0,4,10.226409024390241,0.05314073170731708,10.173268292682929,534.9000000000001
10.13946,0.05546,10.084,521.4,4,10.224338809523807,0.05319595238095239,10.17114285714286,534.5785714285715
9.89888,0.02288,9.876,631.8000000000001,4,10.216769999999999,0.05249093023255815,10.164279069767444,536.8395348837211
10.23441,0.04641000000000001,10.188,474.70000000000005,4,10.217170909090909,0.05235272727272728,10.164818181818184,535.4272727272729
10.129240000000001,0.07324,10.056000000000001,599.9,4,10.215216888888888,0.0528168888888889,10.162400000000002,536.8600000000001
10.324359999999999,0.044360000000000004,10.28,632.4000000000001,4,10.21758956521739,0.05263304347826088,10.16495652173913,538.9369565217394
10.48375,0.05575000000000001,10.428,593.5,4,10.223252553191488,0.052699361702127676,10.170553191489363,540.0978723404257
10.288129999999999,0.04413,10.244,546.8000000000001,4,10.224604166666666,0.05252083333333335,10.172083333333333,540.2375000000002
