psu_voltage,shunt_voltage,load_voltage,current,label,(MA)psu_voltage,(MA)shunt_voltage,(MA)load_voltage,(MA)current
10.1659,0.057900000000000014,10.107999999999999,440.3,0,10.1659,0.057900000000000014,10.107999999999999,440.3
9.99462,0.034620000000000005,9.96,508.1,0,10.08026,0.04626000000000001,10.033999999999999,474.2000000000001
10.32765,0.047650000000000005,10.28,814.8000000000002,0,10.162723333333334,0.04672333333333334,10.116,587.7333333333335
10.28226,0.06226,10.22,497.5,0,10.1926075,0.050607500000000014,10.142000000000001,565.1750000000002
10.33598,0.04798,10.288,846.1,0,10.221282,0.050082,10.1712,621.36
10.2268,0.06280000000000001,10.164,487.0,0,10.222201666666667,0.052201666666666674,10.17,598.9666666666667
10.32959,0.049589999999999995,10.28,779.4000000000002,0,10.237542857142856,0.05182857142857144,10.185714285714283,624.7428571428572
10.22556,0.06156,10.164,482.2000000000001,0,10.236044999999999,0.053045000000000016,10.183,606.9250000000002
10.33803,0.050030000000000005,10.288,756.3000000000002,0,10.247376666666668,0.052710000000000014,10.194666666666668,623.5222222222224
10.14335,0.06335,10.08,475.9,0,10.236974,0.05377400000000001,10.1832,608.76
10.32813,0.052129999999999996,10.276,651.0,0,10.24526090909091,0.05362454545454546,10.191636363636364,612.6
10.22295,0.046950000000000006,10.176,461.1,0,10.243401666666667,0.05306833333333335,10.190333333333333,599.975
10.07628,0.05628,10.02,616.4000000000002,0,10.230546153846156,0.05331538461538463,10.17723076923077,601.2384615384616
10.22202,0.046020000000000005,10.176,462.0,0,10.229937142857144,0.05279428571428573,10.177142857142854,591.2928571428573
10.01498,0.04298,9.972000000000001,631.0,0,10.21560666666667,0.05214000000000001,10.163466666666666,593.94
10.23776,0.04576,10.192,474.7000000000001,0,10.216991250000003,0.051741250000000016,10.16525,586.4875000000002
9.9834,0.0394,9.943999999999999,619.8000000000002,0,10.203250588235298,0.05101529411764708,10.152235294117649,588.4470588235295
10.24113,0.04513,10.196,477.7000000000001,0,10.205355000000004,0.05068833333333335,10.154666666666666,582.2944444444445
9.92793,0.023930000000000003,9.904,649.1,0,10.190753684210527,0.04928000000000001,10.141473684210526,585.8105263157895
10.337069999999999,0.049069999999999996,10.288,740.9000000000002,0,10.198069500000004,0.049269500000000015,10.1488,593.565
10.23409,0.06209000000000001,10.172,486.9,0,10.199784761904764,0.049880000000000015,10.149904761904759,588.4857142857143
10.33734,0.049339999999999995,10.288,796.9000000000002,0,10.206037272727276,0.04985545454545455,10.15618181818182,597.9590909090911
10.19426,0.06226,10.132,477.8,0,10.205525217391306,0.050394782608695655,10.15513043478261,592.7347826086956
10.13075,0.06675,10.064,617.1,0,10.202409583333337,0.05107625000000001,10.151333333333334,593.75
10.21532,0.04732,10.168,458.0,0,10.202926,0.050926000000000006,10.152,588.32
10.095460000000001,0.06346,10.032,607.8000000000002,0,10.198792692307695,0.05140807692307693,10.147384615384617,589.0692307692308
10.21461,0.046610000000000006,10.168,458.9,0,10.19937851851852,0.051230370370370384,10.148148148148149,584.2481481481481
10.03762,0.04162,9.996,654.2,0,10.19360142857143,0.05088714285714287,10.142714285714286,586.7464285714285
10.33894,0.046939999999999996,10.292,780.4000000000002,0,10.198613103448276,0.05075103448275863,10.147862068965516,593.4241379310345
10.32616,0.062160000000000014,10.264000000000001,506.3,0,10.202864666666667,0.051131333333333334,10.151733333333333,590.52
10.33507,0.04707,10.288,805.0,0,10.207129354838711,0.05100032258064517,10.156129032258065,597.4387096774193
10.26301,0.06301000000000001,10.2,496.9,0,10.208875625,0.051375625000000015,10.1575,594.296875
10.33234,0.04834,10.284,578.8000000000002,0,10.21261696969697,0.05128363636363637,10.161333333333333,593.8272727272728
10.25715,0.049150000000000006,10.208,445.8,0,10.213926764705883,0.05122088235294119,10.16270588235294,589.4735294117646
10.19887,0.08687,10.112,570.9,0,10.213496571428571,0.05223942857142858,10.161257142857146,588.9428571428573
10.18857,0.04857,10.14,445.3,0,10.212804166666668,0.05213750000000001,10.160666666666666,584.9527777777778
10.43598,0.06398000000000001,10.372,542.5,0,10.218835945945948,0.052457567567567566,10.166378378378381,583.8054054054054
10.2613,0.0693,10.192,471.1,0,10.219953421052633,0.05290078947368422,10.167052631578947,580.8394736842105
10.29584,0.04384,10.252,556.7,0,10.221899230769232,0.052668461538461546,10.16923076923077,580.2205128205128
10.24915,0.041150000000000006,10.208,590.5,0,10.2225805,0.05238050000000001,10.1702,580.4775
10.3162,0.056200000000000014,10.26,338.6,0,10.224863902439024,0.052473658536585366,10.17239024390244,574.5780487804877
10.142560000000001,0.058560000000000015,10.084,448.8,0,10.222904285714286,0.05261857142857144,10.170285714285717,571.5833333333333
9.91796,0.025960000000000004,9.892000000000001,629.6,0,10.215812558139532,0.0519986046511628,10.163813953488372,572.9325581395348
10.260890000000002,0.044890000000000006,10.216,493.3,0,10.216837045454547,0.05183704545454546,10.165,571.1227272727273
10.24983,0.061829999999999996,10.187999999999999,486.8,0,10.217570222222225,0.05205911111111112,10.165511111111114,569.2488888888888
10.33728,0.04928,10.288,824.4000000000002,0,10.220172608695652,0.05199869565217392,10.16817391304348,574.7956521739129
10.19625,0.04825,10.148,447.9,0,10.219663617021276,0.051918936170212766,10.167744680851065,572.095744680851
10.12839,0.06439,10.064,542.1,0,10.217762083333335,0.05217875,10.165583333333336,571.4708333333333
10.329350000000002,0.04535,10.284,698.9000000000002,0,10.220039387755103,0.052039387755102036,10.168,574.0714285714283
10.513190000000002,0.05319,10.46,440.1,0,10.2259024,0.0520624,10.173840000000002,571.3919999999998
